striker,pitch,phase,innings,num_inn,runs,balls_faced,outs,avg,SR,Curr_Tm
Ihsanullah,pace,Death,1,1,1,1,0,,100.0,
LUVNITH SISODIA,spin,Death,2,1,1,3,1,1.0,33.33,LSG
Anmolpreet Singh,spin,Death,2,1,1,2,1,1.0,50.0,CSK
Imran Tahir,spin,Death,1,3,1,9,2,0.5,11.11,CSK
Ishaan Gadekar,neutralish,PP,2,1,1,7,0,,14.29,SRH
Ishaan Gadekar,pace,PP,2,1,1,2,1,1.0,50.0,SRH
MA Starc,pace,Middle,2,1,1,3,0,,33.33,KKR
MA Starc,pace,Middle,1,1,1,2,0,,50.0,KKR
MA Agarwal,spin,Middle,1,1,1,3,1,1.0,33.33,DC
Shaheen Shah Afridi,neutralish,Death,1,1,1,4,1,1.0,25.0,MI
DS Rathi,spin,Death,2,1,1,2,1,1.0,50.0,KKR
M Pathirana,pace,Middle,2,1,1,8,0,,12.5,RCB
Waseem Muhammad,pace,Death,1,1,0,1,1,0.0,0.0,
Vishnu Vinod,spin,Middle,2,1,0,3,1,0.0,0.0,
VS Halambage,spin,PP,2,1,0,6,1,0.0,0.0,RCB
YS Chahal,neutralish,Death,1,2,0,5,0,,0.0,RCB
Yash Thakur,neutralish,Death,1,1,0,1,0,,0.0,MI
Washington Sundar,neutralish,Middle,1,2,0,3,0,,0.0,PBKS
Washington Sundar,spin,PP,2,1,0,3,0,,0.0,PBKS
A Mhatre,neutralish,Death,2,1,0,1,1,0.0,0.0,KKR
V Kohli,neutralish,Middle,1,1,0,1,1,0.0,0.0,RR
DJ Bravo,pace,PP,2,1,0,1,1,0.0,0.0,
HH Pandya,pace,PP,2,1,0,1,1,0.0,0.0,MI
HJ Manenti,neutralish,Death,2,2,0,2,2,0.0,0.0,CSK
HV Patel,neutralish,Death,2,1,0,1,1,0.0,0.0,GT
HV Patel,pace,Middle,2,1,0,1,1,0.0,0.0,GT
Harpreet Brar,spin,Death,1,1,0,3,1,0.0,0.0,GT
Harsh Dubey,spin,Death,2,2,0,3,2,0.0,0.0,RCB
Harsh Dubey,spin,Middle,1,1,0,1,1,0.0,0.0,RCB
Harsh Tyagi,pace,Middle,2,1,0,1,1,0.0,0.0,SRH
Harsh Tyagi,spin,Death,2,1,0,3,1,0.0,0.0,SRH
Harshit Rana,neutralish,Middle,2,1,0,4,0,,0.0,KKR
Hassan Nawaz,pace,Middle,2,1,0,2,1,0.0,0.0,RCB
Hemang Patel,spin,Middle,2,1,0,2,1,0.0,0.0,
Imran Tahir,neutralish,Death,2,1,0,2,0,,0.0,CSK
Imran Tahir,spin,Death,2,1,0,1,1,0.0,0.0,CSK
JC Archer,neutralish,Death,2,1,0,2,1,0.0,0.0,LSG
JC Archer,neutralish,Middle,2,1,0,4,1,0.0,0.0,LSG
JM Sharma,neutralish,PP,2,1,0,1,1,0.0,0.0,RCB
JM Vince,pace,PP,2,1,0,2,1,0.0,0.0,
JR Hazlewood,neutralish,Death,2,1,0,1,1,0.0,0.0,RR
Jaskaran Singh,pace,Death,2,1,0,3,1,0.0,0.0,KKR
Jay Gohil,neutralish,Middle,1,1,0,1,1,0.0,0.0,LSG
KA Maharaj,neutralish,Death,2,1,0,1,1,0.0,0.0,SRH
KD Karthik,pace,PP,2,1,0,2,1,0.0,0.0,RR
KD Karthik,spin,Death,2,1,0,1,1,0.0,0.0,RR
KR Sen,pace,Death,2,1,0,3,1,0.0,0.0,
Kaleem Sana,pace,Death,2,1,0,1,1,0.0,0.0,RCB
Karan Lal,pace,Middle,2,1,0,1,1,0.0,0.0,RR
Karan Lal,spin,Middle,2,1,0,1,1,0.0,0.0,RR
Khrievitso Kense,spin,Middle,2,1,0,2,1,0.0,0.0,RCB
DJ Hooda,pace,Middle,2,1,0,1,1,0.0,0.0,
DA Payne,spin,Death,2,2,0,2,1,0.0,0.0,PBKS
Kumar Kushagra,neutralish,Death,1,1,0,1,1,0.0,0.0,GT
DA Payne,neutralish,Death,1,1,0,1,1,0.0,0.0,PBKS
A Nagwaswalla,neutralish,Middle,1,1,0,3,1,0.0,0.0,RR
A Raghuvanshi,pace,PP,1,1,0,1,1,0.0,0.0,
A Raghuvanshi,pace,PP,2,1,0,1,1,0.0,0.0,
A Zampa,neutralish,Middle,2,1,0,1,1,0.0,0.0,SRH
AB de Villiers,neutralish,PP,2,1,0,1,1,0.0,0.0,RR
AHT Donald,pace,PP,1,1,0,1,1,0.0,0.0,
AR Patel,spin,Middle,1,1,0,1,1,0.0,0.0,CSK
AU Rashid,spin,Death,1,1,0,1,1,0.0,0.0,
Abrar Ahmed,spin,Death,2,1,0,1,0,,0.0,
Akash Vasisht,neutralish,PP,2,1,0,1,1,0.0,0.0,SRH
Akash Vasisht,pace,Middle,2,1,0,3,1,0.0,0.0,SRH
Ashwani Kumar,pace,Middle,2,1,0,1,1,0.0,0.0,RR
B Indrajith,pace,Death,1,1,0,1,1,0.0,0.0,RCB
B Kumar,neutralish,Death,2,2,0,3,1,0.0,0.0,KKR
BA Stokes,neutralish,Death,2,1,0,1,0,,0.0,RR
BA Stokes,neutralish,PP,2,1,0,4,1,0.0,0.0,RR
Babar Azam,pace,Death,1,1,0,1,1,0.0,0.0,
Bhanu Pania,spin,Death,2,1,0,3,1,0.0,0.0,
C Green,neutralish,Death,2,1,0,1,1,0.0,0.0,KKR
C Sakariya,neutralish,Death,2,1,0,3,1,0.0,0.0,SRH
CH Gayle,spin,Death,1,1,0,2,1,0.0,0.0,CSK
CV Milind,pace,Death,2,1,0,1,0,,0.0,SRH
CV Varun,neutralish,Death,1,1,0,3,1,0.0,0.0,PBKS
Cheepurapalli Stephen,neutralish,Death,1,1,0,2,1,0.0,0.0,CSK
Cheepurapalli Stephen,pace,Middle,2,1,0,1,1,0.0,0.0,CSK
D Ferreira,neutralish,Death,1,1,0,1,1,0.0,0.0,GT
D Ferreira,spin,PP,2,1,0,3,1,0.0,0.0,GT
D Visser,pace,PP,1,1,0,1,1,0.0,0.0,
D Wiese,spin,Death,1,2,0,2,2,0.0,0.0,GT
Khushdil Shah,pace,Death,2,1,0,1,1,0.0,0.0,DC
LS Livingstone,neutralish,Middle,1,1,0,2,1,0.0,0.0,KKR
TP Ura,spin,Death,2,1,0,1,1,0.0,0.0,PBKS
RR Pant,spin,Middle,2,1,0,1,1,0.0,0.0,GT
RR Rossouw,pace,PP,2,1,0,1,0,,0.0,SRH
Ramandeep Singh,pace,PP,2,1,0,2,0,,0.0,LSG
Ramandeep Singh,spin,Death,2,1,0,1,1,0.0,0.0,LSG
Rashid Khan,neutralish,Death,2,1,0,1,1,0.0,0.0,MI
Ravi Bishnoi,spin,Death,2,1,0,1,1,0.0,0.0,GT
Ravi Singh,spin,Death,1,1,0,1,1,0.0,0.0,KKR
Ravi Teja,neutralish,Death,1,1,0,1,1,0.0,0.0,RCB
Ravi Teja,pace,Death,1,1,0,3,1,0.0,0.0,RCB
SL Malinga,neutralish,Death,1,1,0,1,1,0.0,0.0,PBKS
SS Iyer,neutralish,Middle,2,1,0,1,1,0.0,0.0,LSG
SS Iyer,pace,Death,2,1,0,2,1,0.0,0.0,LSG
SV Samson,neutralish,Death,2,1,0,1,1,0.0,0.0,GT
SV Samson,pace,Death,1,1,0,1,1,0.0,0.0,GT
SV Samson,pace,Death,2,2,0,2,2,0.0,0.0,GT
Samant Jakhar,pace,Death,2,1,0,1,1,0.0,0.0,DC
Samant Jakhar,spin,Death,1,1,0,1,1,0.0,0.0,DC
Shadab Khan,neutralish,Death,2,1,0,2,1,0.0,0.0,SRH
Shadab Khan,neutralish,Middle,2,1,0,1,0,,0.0,SRH
Shadab Khan,spin,Death,2,2,0,2,2,0.0,0.0,SRH
Shahbaz Ahmed,spin,Middle,2,1,0,3,1,0.0,0.0,LSG
Shivank Vashisth,spin,Death,2,1,0,1,0,,0.0,
Suryansh Shedge,pace,Middle,2,1,0,1,1,0.0,0.0,CSK
T Natarajan,neutralish,Death,1,1,0,3,0,,0.0,CSK
T Natarajan,pace,Death,1,1,0,1,1,0.0,0.0,CSK
T Natarajan,pace,Death,2,1,0,1,1,0.0,0.0,CSK
TA Boult,pace,PP,2,1,0,1,1,0.0,0.0,MI
TB Robinson,neutralish,PP,1,1,0,1,0,,0.0,RR
TH David,spin,PP,2,1,0,2,0,,0.0,PBKS
TP Ura,neutralish,Death,1,1,0,1,1,0.0,0.0,PBKS
RR Rossouw,neutralish,Death,1,1,0,1,1,0.0,0.0,SRH
RK Singh,pace,PP,2,1,0,1,1,0.0,0.0,MI
M Jansen,pace,Death,2,1,0,1,1,0.0,0.0,
RK Bhui,pace,Death,1,1,0,3,1,0.0,0.0,KKR
M Shahrukh Khan,spin,Middle,2,1,0,3,1,0.0,0.0,
MG Erasmus,neutralish,Death,1,1,0,1,1,0.0,0.0,
MG Erasmus,spin,Middle,1,1,0,1,1,0.0,0.0,
MK Lomror,spin,Middle,1,1,0,2,1,0.0,0.0,
MP Yadav,neutralish,Death,1,1,0,2,1,0.0,0.0,PBKS
MP Yadav,neutralish,Death,2,1,0,1,0,,0.0,PBKS
MP Yadav,pace,Death,2,1,0,1,1,0.0,0.0,PBKS
MS Pepper,spin,Middle,2,1,0,1,1,0.0,0.0,
MS Pepper,spin,PP,2,2,0,6,2,0.0,0.0,
MW Short,spin,Death,1,1,0,1,1,0.0,0.0,MI
Mayank Dagar,spin,Death,1,1,0,1,1,0.0,0.0,LSG
Mayank Dagar,spin,Death,2,1,0,3,1,0.0,0.0,LSG
Mayank Dagar,spin,Middle,2,1,0,2,0,,0.0,LSG
Mohammad Ghazanfar,neutralish,Middle,2,1,0,1,1,0.0,0.0,SRH
Mohit Redkar,neutralish,Death,2,2,0,3,2,0.0,0.0,CSK
N Rana,spin,Death,2,1,0,1,1,0.0,0.0,PBKS
N Wadhera,neutralish,Death,2,1,0,2,1,0.0,0.0,KKR
NT Ellis,neutralish,Middle,2,1,0,13,0,,0.0,SRH
NT Ellis,pace,Death,2,3,0,7,3,0.0,0.0,SRH
Naveen-ul-Haq,pace,Middle,2,2,0,2,1,0.0,0.0,SRH
Noor Ahmad,pace,Middle,2,1,0,1,1,0.0,0.0,MI
P Simran Singh,pace,Death,2,2,0,2,2,0.0,0.0,SRH
PP Shaw,pace,Middle,2,1,0,1,1,0.0,0.0,MI
Pulkit Narang,neutralish,Death,1,1,0,1,1,0.0,0.0,RR
R Ashwin,neutralish,Death,1,1,0,1,1,0.0,0.0,KKR
R Shepherd,pace,Middle,2,1,0,2,1,0.0,0.0,GT
RA Jadeja,neutralish,Death,1,1,0,1,1,0.0,0.0,SRH
RA Jadeja,pace,Middle,1,1,0,1,0,,0.0,SRH
RA Tripathi,spin,Death,2,1,0,1,1,0.0,0.0,
Atharva Taide,pace,Death,2,0,0,0,1,,,MI
