striker,bowl_type,phase,innings,num_inn,runs,balls_faced,outs,avg,SR,Curr_Tm
Bilal Zalmai,Spin,Middle,1,1,12,10,1,12.0,120.0,
Shakib Al Hasan,Spin,Middle,1,2,12,14,0,,85.71,
Naveen-ul-Haq,Spin,Death,2,1,12,6,0,,200.0,SRH
Samant Jakhar,Spin,Middle,1,1,12,14,0,,85.71,DC
J Fraser-McGurk,Pace,Middle,1,1,12,8,1,12.0,150.0,KKR
Karan Shinde,Spin,Middle,1,1,11,7,1,11.0,157.14,RCB
Ankit Kumar,Pace,Middle,2,1,11,8,0,,137.5,RR
TA Boult,Spin,Death,1,2,11,3,0,,366.67,MI
Shakib Al Hasan,Pace,Death,2,2,11,7,1,11.0,157.14,
Shaheen Shah Afridi,Pace,Middle,2,2,11,19,2,5.5,57.89,MI
Washington Sundar,Pace,Middle,1,2,11,12,0,,91.67,PBKS
Shahbaz Ahmed,Spin,Death,2,2,11,7,2,5.5,157.14,LSG
Khrievitso Kense,Spin,Death,1,1,11,6,0,,183.33,RCB
DJ Hooda,Pace,PP,2,1,11,10,1,11.0,110.0,
AS Roy,Pace,Death,2,1,11,5,0,,220.0,GT
DR Sams,Spin,Middle,1,1,11,11,0,,100.0,
GF Linde,Spin,Death,2,1,11,5,0,,220.0,GT
Naseem Shah,Pace,Death,2,2,11,11,1,11.0,100.0,
Karan Lal,Spin,Middle,1,1,11,9,0,,122.22,RR
DR Sams,Pace,Death,1,3,11,6,2,5.5,183.33,
AHT Donald,Pace,Middle,2,1,11,7,0,,157.14,
Punit Bisht,Pace,Death,1,1,11,4,1,11.0,275.0,
JG Bethell,Spin,PP,1,2,11,12,0,,91.67,RR
J Fraser-McGurk,Spin,Death,1,1,11,5,1,11.0,220.0,KKR
Yudhvir Singh,Pace,Death,1,4,11,10,2,5.5,110.0,RCB
Sikandar Raza,Pace,Middle,2,1,11,6,0,,183.33,
Bhanu Pania,Spin,Death,1,1,11,6,0,,183.33,
Shubman Gill,Pace,Death,1,3,11,14,2,5.5,78.57,LSG
RR Patel,Spin,Middle,2,1,11,15,0,,73.33,RCB
CH Gayle,Spin,Death,2,2,11,11,1,11.0,100.0,CSK
PHKD Mendis,Spin,PP,2,2,11,13,0,,84.62,DC
Faisal Khan,Spin,Middle,1,1,11,7,0,,157.14,RCB
H Klaasen,Pace,PP,1,2,11,8,0,,137.5,CSK
Atharva Taide,Pace,Death,2,2,11,6,1,11.0,183.33,MI
MA Starc,Spin,Death,1,1,11,6,0,,183.33,KKR
Ashwin Das,Spin,Death,1,2,11,9,0,,122.22,LSG
TM Head,Pace,Death,1,2,10,8,2,5.0,125.0,
DS Airee,Spin,Death,2,5,10,8,5,2.0,125.0,CSK
DW Lawrence,Spin,Middle,2,1,10,5,1,10.0,200.0,DC
Kuldeep Yadav,Spin,Middle,1,1,10,15,0,,66.67,SRH
Ishan Kishan,Pace,Middle,1,2,10,7,0,,142.86,MI
Sakibul Gani,Spin,Middle,1,1,10,8,0,,125.0,RCB
Khushdil Shah,Spin,Middle,2,2,10,12,1,10.0,83.33,DC
Fazalhaq Farooqi,Pace,Death,2,4,10,9,2,5.0,111.11,CSK
Khushdil Shah,Spin,Death,2,3,10,10,2,5.0,100.0,DC
Ravi Bishnoi,Spin,Death,1,7,10,21,2,5.0,47.62,GT
Sakibul Gani,Pace,Middle,2,2,10,7,0,,142.86,RCB
SR Dickson,Pace,Death,2,2,10,6,1,10.0,166.67,RCB
Chirag Jani,Pace,Death,2,3,10,4,2,5.0,250.0,CSK
JG Bethell,Spin,Death,2,2,10,8,2,5.0,125.0,RR
JG Bethell,Spin,Middle,2,1,10,4,0,,250.0,RR
Waseem Muhammad,Spin,PP,1,1,10,9,0,,111.11,
Rahul Singh,Spin,Middle,1,2,10,11,1,10.0,90.91,RCB
D Ferreira,Spin,Middle,2,1,10,9,1,10.0,111.11,GT
SS Prabhudessai,Pace,Middle,2,1,10,6,0,,166.67,MI
GF Linde,Spin,Middle,2,1,10,16,1,10.0,62.5,GT
JN Loftie-Eaton,Spin,Middle,2,1,10,9,0,,111.11,RR
Mohammad Nabi,Pace,Middle,2,1,10,8,0,,125.0,LSG
LS Livingstone,Pace,Death,1,2,10,4,0,,250.0,KKR
AGS Gous,Spin,Death,2,1,10,5,0,,200.0,KKR
Q de Kock,Pace,Death,1,1,10,4,0,,250.0,
MA Wood,Spin,Death,1,1,10,4,0,,250.0,
V Nigam,Pace,Middle,2,2,10,5,0,,200.0,GT
AK Markram,Spin,PP,1,1,10,9,1,10.0,111.11,DC
LS Livingstone,Spin,PP,2,4,10,25,1,10.0,40.0,KKR
Utkarsh Singh,Pace,Death,2,1,10,5,0,,200.0,PBKS
PJ Cummins,Pace,Middle,2,1,10,6,1,10.0,166.67,
WL Madsen,Pace,PP,2,1,10,14,0,,71.43,MI
MA Agarwal,Spin,Middle,2,2,10,6,0,,166.67,DC
Mohammed Shami,Pace,Death,2,3,10,7,2,5.0,142.86,LSG
D Potgieter,Spin,Death,2,1,9,3,0,,300.0,
Sameer Rizvi,Spin,PP,2,1,9,3,0,,300.0,LSG
Kartik Sharma,Pace,PP,1,1,9,4,0,,225.0,SRH
Bal Krishna,Pace,Middle,1,1,9,8,1,9.0,112.5,
Harshit Rana,Pace,Death,1,3,9,12,1,9.0,75.0,KKR
Yuvraj Singh,Pace,Middle,2,2,9,8,1,9.0,112.5,CSK
B Kumar,Spin,Death,2,2,9,6,0,,150.0,KKR
Z Khan,Pace,Death,1,2,9,9,0,,100.0,
SV Samson,Pace,Death,1,3,9,8,1,9.0,112.5,GT
Usman Khan (2),Pace,PP,2,1,9,6,1,9.0,150.0,
Utkarsh Singh,Pace,Middle,1,1,9,6,0,,150.0,PBKS
Rasikh Salam,Spin,Middle,2,1,9,7,0,,128.57,MI
Yudhvir Singh,Spin,Middle,2,1,9,6,0,,150.0,RCB
T Natarajan,Pace,Middle,2,1,9,3,1,9.0,300.0,CSK
DJ Hooda,Pace,Death,2,1,9,6,0,,150.0,
R Ashwin,Spin,Death,2,1,9,6,1,9.0,150.0,KKR
Shahbaz Ahmed,Pace,Death,1,2,9,7,1,9.0,128.57,LSG
V Puthur,Spin,Death,1,1,9,7,0,,128.57,DC
Salman Nizar,Spin,PP,1,1,9,9,0,,100.0,
Harpreet Brar,Pace,Death,1,1,9,3,0,,300.0,GT
DS Airee,Pace,Middle,1,1,9,8,0,,112.5,CSK
C Connolly,Pace,Middle,2,1,9,3,0,,300.0,PBKS
PJ Cummins,Pace,Death,1,1,9,6,1,9.0,150.0,
HJ Manenti,Pace,Death,2,2,9,8,2,4.5,112.5,CSK
SS Ghosh,Pace,Death,1,2,9,9,1,9.0,100.0,MI
HS Desai,Spin,Death,2,1,9,4,1,9.0,225.0,CSK
D Potgieter,Pace,Death,2,1,9,10,1,9.0,90.0,
SN Khan,Spin,PP,2,1,9,11,0,,81.82,RCB
D Visser,Spin,Middle,2,2,9,6,2,4.5,150.0,
Jaskaran Singh,Spin,Death,1,1,9,7,0,,128.57,KKR
Waseem Muhammad,Pace,Death,2,1,9,6,1,9.0,150.0,
RA Tripathi,Pace,PP,1,2,9,14,2,4.5,64.29,
LS Livingstone,Pace,Death,2,2,9,5,0,,180.0,KKR
VR Iyer,Pace,PP,1,2,9,4,1,9.0,225.0,SRH
Utkarsh Singh,Spin,Death,2,2,9,8,2,4.5,112.5,PBKS
Tushar Raheja,Pace,PP,1,1,8,7,0,,114.29,SRH
TA Boult,Pace,Death,1,3,8,8,3,2.67,100.0,MI
Tushar Raheja,Pace,Death,2,1,8,5,1,8.0,160.0,SRH
JM Coles,Spin,PP,1,2,8,9,2,4.0,88.89,MI
AR Patel,Pace,Death,2,2,8,6,1,8.0,133.33,CSK
JM Coles,Spin,Death,1,2,8,5,2,4.0,160.0,MI
RR Pant,Spin,Death,2,1,8,5,1,8.0,160.0,GT
Ashwani Kumar,Pace,Death,2,2,8,3,0,,266.67,RR
D Brevis,Pace,PP,1,1,8,7,0,,114.29,LSG
JM Sharma,Pace,PP,1,1,8,7,0,,114.29,RCB
Ihsanullah,Pace,Death,2,1,8,6,0,,133.33,
MP Yadav,Spin,Death,1,3,8,14,1,8.0,57.14,PBKS
JC Archer,Pace,Death,2,2,8,11,1,8.0,72.73,LSG
SR Dickson,Pace,Middle,2,2,8,9,0,,88.89,RCB
SR Hain,Pace,Middle,2,1,8,8,0,,100.0,
H Klaasen,Pace,Middle,1,2,8,8,0,,100.0,CSK
HC Brook,Pace,Death,2,2,8,3,2,4.0,266.67,
HC Brook,Pace,PP,1,2,8,8,0,,100.0,
HC Brook,Pace,PP,2,1,8,7,0,,114.29,
SS Iyer,Pace,Death,2,2,8,6,2,4.0,133.33,LSG
SL Malinga,Pace,Death,1,4,8,14,1,8.0,57.14,PBKS
SH Johnson,Pace,Death,2,2,8,10,1,8.0,80.0,GT
CV Varun,Spin,Middle,2,2,8,17,2,4.0,47.06,PBKS
C Connolly,Spin,PP,1,1,8,4,0,,200.0,PBKS
Utkarsh Singh,Spin,Middle,2,2,8,22,1,8.0,36.36,PBKS
Faisal Khan,Spin,Death,2,1,8,6,1,8.0,133.33,RCB
A Raghuvanshi,Spin,Middle,2,1,8,5,0,,160.0,
Arshdeep Singh,Spin,Death,2,3,8,13,1,8.0,61.54,LSG
B Kumar,Pace,Death,1,6,8,35,0,,22.86,KKR
Suryansh Shedge,Spin,Death,1,1,8,6,0,,133.33,CSK
Ravi Singh,Pace,Middle,1,3,8,11,3,2.67,72.73,KKR
Avesh Khan,Spin,Death,2,2,8,7,2,4.0,114.29,GT
Naveen-ul-Haq,Pace,Death,2,4,8,6,2,4.0,133.33,SRH
JM Coles,Pace,Middle,1,3,8,7,0,,114.29,MI
Jay Gohil,Spin,Middle,1,3,8,8,1,8.0,100.0,LSG
Ankit Kumar,Spin,PP,2,1,8,4,1,8.0,200.0,RR
M Jansen,Pace,Middle,1,1,8,8,1,8.0,100.0,
Akash Vasisht,Pace,Middle,2,2,8,6,1,8.0,133.33,SRH
R Powell,Spin,Middle,1,3,8,10,1,8.0,80.0,LSG
Karan Shinde,Pace,Middle,1,1,8,3,0,,266.67,RCB
Sameer Rizvi,Spin,PP,1,2,8,7,0,,114.29,LSG
Waseem Muhammad,Spin,Death,2,1,8,3,0,,266.67,
TP Ura,Spin,Death,2,2,8,6,2,4.0,133.33,PBKS
LS Livingstone,Spin,Middle,1,4,8,13,4,2.0,61.54,KKR
RA Tripathi,Spin,Death,1,2,8,7,1,8.0,114.29,
R Sanjay Yadav,Spin,Death,2,1,8,5,1,8.0,160.0,PBKS
Nithish Kumar Reddy,Pace,PP,2,1,8,11,0,,72.73,SRH
Tarang Gohel,Spin,Death,1,2,8,4,1,8.0,200.0,DC
Waseem Muhammad,Pace,Middle,1,2,8,4,1,8.0,200.0,
KA Pollard,Spin,Death,2,1,8,4,0,,200.0,CSK
Anmolpreet Singh,Spin,Middle,2,1,8,7,0,,114.29,CSK
Jagjit Singh,Spin,Middle,2,1,8,3,0,,266.67,SRH
Kuldeep Yadav,Spin,Death,1,6,8,22,5,1.6,36.36,SRH
DJ Bravo,Spin,Death,2,1,7,3,1,7.0,233.33,
SPD Smith,Spin,PP,1,1,7,10,1,7.0,70.0,CSK
Ankit Kumar,Pace,Middle,1,1,7,9,0,,77.78,RR
Azmatullah Omarzai,Pace,Middle,2,2,7,9,2,3.5,77.78,
Swapnil Singh,Spin,Death,1,2,7,4,0,,175.0,CSK
Samant Jakhar,Spin,Death,2,2,7,2,0,,350.0,DC
H Klaasen,Spin,PP,2,2,7,13,1,7.0,53.85,CSK
PWH de Silva,Spin,Death,1,1,7,2,0,,350.0,RCB
Arshdeep Singh,Pace,Death,2,2,7,8,1,7.0,87.5,LSG
Ravi Singh,Pace,PP,1,2,7,13,0,,53.85,KKR
Utkarsh Singh,Spin,PP,2,1,7,4,0,,175.0,PBKS
MS Dhoni,Spin,Death,2,1,7,4,0,,175.0,CSK
D Padikkal,Spin,Middle,1,1,7,6,0,,116.67,KKR
BA Stokes,Spin,Middle,1,1,7,7,1,7.0,100.0,RR
DAJ Bracewell,Pace,Death,2,2,7,5,2,3.5,140.0,
Yudhvir Singh,Spin,Death,1,1,7,3,0,,233.33,RCB
Babar Azam,Spin,PP,1,1,7,2,0,,350.0,
N Rana,Spin,Death,1,2,7,5,1,7.0,140.0,PBKS
Abishek Porel,Spin,Death,2,1,7,4,0,,175.0,RR
A Sheth,Spin,Middle,2,1,7,5,1,7.0,140.0,DC
A Zampa,Pace,Death,1,2,7,8,1,7.0,87.5,SRH
CH Gayle,Spin,Death,1,3,7,10,3,2.33,70.0,CSK
Mukul Choudhary,Pace,PP,1,1,7,2,0,,350.0,DC
Khrievitso Kense,Spin,Middle,1,1,7,7,0,,100.0,RCB
Abid Mushtaq,Pace,Middle,2,1,7,5,0,,140.0,
AR Ramjani,Spin,Middle,2,1,7,11,1,7.0,63.64,PBKS
Bal Krishna,Pace,Death,2,1,7,6,0,,116.67,
Faisal Khan,Pace,PP,2,1,7,6,1,7.0,116.67,RCB
Kartik Sharma,Spin,PP,2,2,7,4,0,,175.0,SRH
CH Morris,Pace,Middle,1,2,7,9,0,,77.78,
AV Wankhade,Spin,Death,2,1,7,3,0,,233.33,CSK
CH Morris,Spin,Death,1,1,7,5,0,,140.0,
S Lamichhane,Pace,Middle,2,1,7,2,0,,350.0,DC
TH David,Pace,Death,2,1,7,5,0,,140.0,PBKS
Noor Ahmad,Pace,Death,1,2,7,4,1,7.0,175.0,MI
DR Sams,Pace,Death,2,4,7,10,2,3.5,70.0,
RR Patel,Pace,Death,1,2,7,4,1,7.0,175.0,RCB
M Siddharth,Spin,Death,1,3,7,9,2,3.5,77.78,CSK
JM Coles,Spin,Middle,1,4,7,15,2,3.5,46.67,MI
T Stubbs,Spin,PP,1,2,7,6,0,,116.67,CSK
A Raghuvanshi,Pace,Middle,1,2,7,10,2,3.5,70.0,
Rahul Singh,Pace,Death,1,1,7,6,0,,116.67,RCB
Atharva Taide,Spin,Death,2,1,7,3,1,7.0,233.33,MI
TA Boult,Pace,Middle,1,1,7,3,0,,233.33,MI
K Kartikeya,Spin,Middle,2,1,7,4,0,,175.0,LSG
JJ Smit,Pace,Death,2,2,7,5,1,7.0,140.0,PBKS
Sami Sohail,Pace,Death,2,2,7,7,2,3.5,100.0,
Tushar Raheja,Spin,PP,1,1,7,4,0,,175.0,SRH
A Raghuvanshi,Pace,Middle,2,1,7,12,1,7.0,58.33,
AR Patel,Pace,Middle,1,1,7,11,0,,63.64,CSK
Arshad Khan,Spin,Middle,2,4,7,17,3,2.33,41.18,DC
JM Sharma,Spin,PP,1,1,7,3,0,,233.33,RCB
R Ashwin,Spin,Death,1,1,7,8,1,7.0,87.5,KKR
AR Patel,Spin,PP,2,1,7,5,0,,140.0,CSK
JC Buttler,Spin,Death,2,4,7,8,4,1.75,87.5,LSG
Waseem Muhammad,Pace,PP,2,1,6,5,0,,120.0,
K Kartikeya,Pace,Death,2,1,6,3,0,,200.0,LSG
RK Bhui,Pace,PP,2,1,6,10,1,6.0,60.0,KKR
Yuvraj Chaudhary,Pace,PP,2,1,6,7,0,,85.71,
TH David,Spin,PP,1,1,6,3,0,,200.0,PBKS
Ashutosh Sharma,Pace,Death,2,2,6,7,2,3.0,85.71,RCB
Harpreet Brar,Spin,Middle,2,1,6,9,1,6.0,66.67,GT
TU Deshpande,Pace,Death,2,1,6,7,0,,85.71,MI
D Potgieter,Pace,Death,1,1,6,5,1,6.0,120.0,
Naveen-ul-Haq,Pace,Death,1,1,6,7,0,,85.71,SRH
RD Chahar,Pace,Death,1,1,6,2,0,,300.0,CSK
RK Bhui,Spin,Middle,1,1,6,7,0,,85.71,KKR
Jay Gohil,Spin,Death,1,1,6,1,0,,600.0,LSG
SL Malinga,Spin,Death,1,1,6,4,0,,150.0,PBKS
TU Deshpande,Pace,Middle,2,1,6,6,0,,100.0,MI
Ashutosh Sharma,Spin,Middle,2,3,6,12,2,3.0,50.0,RCB
SN Thakur,Pace,Death,1,1,6,1,0,,600.0,
Salman Nizar,Pace,PP,1,1,6,9,1,6.0,66.67,
RR Pant,Pace,PP,1,1,6,6,0,,100.0,GT
MA Agarwal,Spin,PP,1,1,6,6,0,,100.0,DC
JL Smith,Spin,PP,2,1,6,6,0,,100.0,
Mohammed Shami,Pace,Death,1,1,6,5,0,,120.0,LSG
YS Chahal,Spin,Death,1,1,6,3,1,6.0,200.0,RCB
Yuvraj Chaudhary,Pace,Death,1,1,6,4,1,6.0,150.0,
P Simran Singh,Pace,Death,2,3,6,10,3,2.0,60.0,SRH
Shahbaz Ahmed,Pace,Death,2,1,6,3,1,6.0,200.0,LSG
AJ Tye,Pace,Death,2,1,6,4,1,6.0,150.0,
NT Ellis,Pace,Middle,1,1,6,3,0,,200.0,SRH
AK Markram,Pace,Death,1,2,6,3,0,,200.0,DC
R Tewatia,Spin,Death,2,2,6,5,0,,120.0,
Ravi Bishnoi,Pace,Death,2,1,6,4,1,6.0,150.0,GT
MR Marsh,Spin,PP,1,1,6,4,1,6.0,150.0,SRH
VG Arora,Pace,Death,1,3,6,14,2,3.0,42.86,KKR
Pulkit Narang,Spin,Death,2,1,6,5,0,,120.0,RR
M Siddharth,Pace,Death,2,2,6,5,0,,120.0,CSK
Waseem Muhammad,Spin,PP,2,1,6,1,0,,600.0,
M Hemanth Reddy,Pace,Death,1,1,6,5,0,,120.0,PBKS
LG Pretorius,Pace,PP,1,1,6,3,0,,200.0,
Avesh Khan,Pace,Death,2,3,6,7,3,2.0,85.71,GT
Q de Kock,Pace,Middle,2,1,6,6,1,6.0,100.0,
A Zampa,Pace,Death,2,2,6,5,2,3.0,120.0,SRH
YS Chahal,Pace,Middle,2,1,6,4,0,,150.0,RCB
TP Ura,Pace,Death,2,1,6,3,0,,200.0,PBKS
Yuvraj Chaudhary,Pace,Middle,2,1,6,5,1,6.0,120.0,
BM Duckett,Pace,Middle,1,1,6,5,1,6.0,120.0,SRH
Jagjit Singh,Pace,Death,2,1,6,8,1,6.0,75.0,SRH
PWH de Silva,Pace,Death,1,1,6,5,1,6.0,120.0,RCB
I Sharma,Pace,Death,2,1,6,3,1,6.0,200.0,
R Tewatia,Pace,Death,1,2,6,3,0,,200.0,
Hassan Nawaz,Spin,Death,1,2,6,6,1,6.0,100.0,RCB
Abhishek Sharma,Pace,Death,1,1,6,4,0,,150.0,MI
YS Chahal,Spin,Middle,2,2,6,9,2,3.0,66.67,RCB
RS Hangargekar,Pace,Middle,2,2,6,3,0,,200.0,
Shakib Al Hasan,Spin,Middle,2,2,5,3,1,5.0,166.67,
YK Pathan,Pace,PP,1,2,5,12,0,,41.67,KKR
Naman Dhir,0,Middle,1,1,5,2,0,,250.0,GT
Samant Jakhar,Pace,Middle,2,2,5,6,1,5.0,83.33,DC
D Wiese,Spin,Middle,1,1,5,9,0,,55.56,GT
A Sheth,Spin,Death,2,1,5,3,0,,166.67,DC
A Sheth,Pace,Death,2,2,5,5,1,5.0,100.0,DC
EA Brookes,Pace,Middle,2,1,5,6,1,5.0,83.33,
Shaheen Shah Afridi,Spin,Death,1,2,5,6,0,,83.33,MI
Sanvir Singh,Spin,Death,2,1,5,3,1,5.0,166.67,GT
NT Ellis,Pace,Death,1,2,5,8,2,2.5,62.5,SRH
Sanvir Singh,Spin,Middle,1,1,5,2,0,,250.0,GT
Nithish Kumar Reddy,Spin,PP,1,2,5,6,0,,83.33,SRH
LG Pretorius,Pace,PP,2,1,5,4,1,5.0,125.0,
D Visser,Spin,Middle,1,1,5,10,0,,50.0,
LS Livingstone,Pace,Middle,1,1,5,3,0,,166.67,KKR
Ankit Kumar,Pace,PP,2,1,5,6,1,5.0,83.33,RR
Rasikh Salam,Pace,Death,2,1,5,4,0,,125.0,MI
Akash Vasisht,Pace,Death,1,1,5,3,1,5.0,166.67,SRH
Rashid Khan,Spin,Middle,2,2,5,6,0,,83.33,MI
RD Rickelton,Pace,Death,1,2,5,5,2,2.5,100.0,LSG
Prashant Veer,Spin,Death,1,1,5,3,0,,166.67,DC
TP Ura,Pace,Death,1,3,5,9,3,1.67,55.56,PBKS
AK Markram,Pace,Death,2,1,5,2,0,,250.0,DC
RD Rickelton,Spin,Death,2,2,5,3,1,5.0,166.67,LSG
Avesh Khan,Pace,Death,1,4,5,9,2,2.5,55.56,GT
Mohammad Nabi,Pace,Death,2,1,5,4,1,5.0,125.0,LSG
JL Smith,Spin,PP,1,1,5,5,1,5.0,100.0,
KH Pandya,Spin,Death,1,4,5,14,2,2.5,35.71,RR
MA Wood,Pace,Death,1,1,5,5,1,5.0,100.0,
AS Roy,Pace,Death,1,1,5,4,0,,125.0,GT
JM Vince,Spin,Death,2,1,5,3,0,,166.67,
JM Vince,Spin,PP,1,1,5,11,1,5.0,45.45,
Ashutosh Sharma,Spin,Death,2,1,5,4,0,,125.0,RCB
Waqar Salamkheil,Spin,Death,2,1,5,10,0,,50.0,
Arshdeep Singh,Pace,Death,1,2,5,7,0,,71.43,LSG
RD Chahar,Spin,Death,2,1,5,4,0,,125.0,CSK
Jay Gohil,Pace,PP,2,1,5,2,0,,250.0,LSG
LI Meriwala,Pace,Death,1,2,5,5,0,,100.0,DC
Shubman Gill,Spin,Death,1,1,5,5,0,,100.0,LSG
Kumar Kushagra,Pace,Middle,1,1,5,6,0,,83.33,GT
HS Desai,Spin,PP,2,2,5,2,0,,250.0,CSK
SL Malinga,Spin,Death,2,1,5,3,0,,166.67,PBKS
HV Patel,Pace,Middle,1,1,5,4,0,,125.0,GT
Abid Mushtaq,Spin,Middle,2,1,5,4,0,,125.0,
C Connolly,Spin,Death,2,1,5,3,1,5.0,166.67,PBKS
RA Bawa,Pace,Death,1,1,5,5,0,,100.0,SRH
CH Morris,Spin,Middle,1,1,5,3,0,,166.67,
AA Kulkarni,Pace,Middle,1,1,5,6,0,,83.33,GT
WL Madsen,Pace,PP,1,1,5,2,0,,250.0,MI
Harshit Rana,Pace,Death,2,3,5,13,2,2.5,38.46,KKR
MS Pepper,Pace,Middle,2,2,5,3,0,,166.67,
Babar Azam,Spin,Middle,1,2,5,11,1,5.0,45.45,
AV Wankhade,Pace,Middle,2,1,5,8,1,5.0,62.5,CSK
R Shepherd,Spin,Middle,2,1,5,9,0,,55.56,GT
Tanay Thyagarajan,Spin,Death,2,1,4,4,0,,100.0,RCB
AR Ramjani,Spin,Middle,1,2,4,11,0,,36.36,PBKS
D Visser,Pace,Middle,1,1,4,3,1,4.0,133.33,
Abid Mushtaq,Pace,Death,2,1,4,4,0,,100.0,
CV Varun,Spin,Death,1,2,4,5,1,4.0,80.0,PBKS
T Stubbs,Pace,PP,2,1,4,4,0,,100.0,CSK
Yuvraj Chaudhary,Spin,Death,2,1,4,2,1,4.0,200.0,
A Mhatre,Spin,PP,1,1,4,4,0,,100.0,KKR
YS Chahal,Spin,Death,2,4,4,10,2,2.0,40.0,RCB
CV Varun,Spin,Death,2,1,4,5,0,,80.0,PBKS
Utkarsh Singh,Spin,PP,1,1,4,4,0,,100.0,PBKS
C Sakariya,Pace,Death,2,4,4,8,3,1.33,50.0,SRH
Shashwat Rawat,Spin,Middle,1,3,4,9,3,1.33,44.44,PBKS
Bilal Zalmai,Spin,Middle,2,1,4,3,0,,133.33,
Yash Thakur,Pace,Death,2,1,4,8,0,,50.0,MI
AA Kulkarni,Pace,PP,2,1,4,2,1,4.0,200.0,GT
AB de Villiers,Spin,PP,1,2,4,11,0,,36.36,RR
Yudhvir Singh,Pace,Middle,2,1,4,6,1,4.0,66.67,RCB
Suryansh Shedge,Pace,Middle,2,2,4,7,1,4.0,57.14,CSK
Yuvraj Singh,Spin,Middle,2,1,4,4,0,,100.0,CSK
Avesh Khan,Spin,Death,1,1,4,4,0,,100.0,GT
D Ferreira,Pace,PP,1,1,4,3,1,4.0,133.33,GT
Tushar Raheja,Spin,Middle,2,2,4,5,0,,80.0,SRH
Ashwin Das,Pace,Middle,2,1,4,2,1,4.0,200.0,LSG
Sami Sohail,Pace,Death,1,1,4,1,0,,400.0,
Swapnil Singh,Pace,Death,2,1,4,2,1,4.0,200.0,CSK
Noor Ahmad,Spin,Death,2,1,4,4,0,,100.0,MI
JM Coles,Spin,Middle,2,1,4,5,1,4.0,80.0,MI
SPD Smith,Pace,PP,2,1,4,2,0,,200.0,CSK
RG Sharma,Pace,PP,2,2,4,5,1,4.0,80.0,KKR
N Jagadeesan,Spin,Middle,2,1,4,2,1,4.0,200.0,
DS Rathi,Spin,Death,1,3,4,8,2,2.0,50.0,KKR
Jaskaran Singh,Pace,Middle,1,1,4,9,0,,44.44,KKR
R Powell,Pace,Death,2,1,4,3,1,4.0,133.33,LSG
M Markande,Spin,Death,1,1,4,2,1,4.0,200.0,
RR Patel,Spin,Death,2,2,4,5,1,4.0,80.0,RCB
KK Ahmed,Pace,Death,2,2,4,6,1,4.0,66.67,RR
Rasikh Salam,Spin,Death,2,1,4,1,0,,400.0,MI
Rahul Singh,Spin,Death,2,4,4,6,3,1.33,66.67,RCB
JG Bethell,Pace,PP,1,1,4,8,1,4.0,50.0,RR
Rasikh Salam,Pace,Middle,2,1,4,6,1,4.0,66.67,MI
EA Brookes,Spin,Middle,2,2,4,5,1,4.0,80.0,
Rasikh Salam,Pace,Death,1,1,4,2,0,,200.0,MI
RE van der Merwe,Spin,Death,2,1,4,2,1,4.0,200.0,
Ishaan Gadekar,Spin,PP,1,1,4,6,0,,66.67,SRH
HV Patel,Spin,Death,1,2,4,10,2,2.0,40.0,GT
Naseem Shah,Pace,Death,1,3,4,6,2,2.0,66.67,
Samant Jakhar,Spin,PP,2,1,4,4,0,,100.0,DC
Harsh Tyagi,Pace,Middle,1,1,4,2,0,,200.0,SRH
RA Jadeja,Spin,PP,2,1,4,1,0,,400.0,SRH
RA Tripathi,Pace,Middle,1,2,4,7,1,4.0,57.14,
MJ Santner,Pace,Death,1,1,4,3,0,,133.33,KKR
Harsh Tyagi,Spin,Death,1,1,4,5,0,,80.0,SRH
Harshit Rana,Spin,Death,2,1,4,2,0,,200.0,KKR
MW Short,Spin,Middle,2,2,4,5,0,,80.0,MI
Kartik Sharma,Spin,Death,2,3,4,4,2,2.0,100.0,SRH
Hemang Patel,Pace,Middle,2,1,4,3,1,4.0,133.33,
Kartik Sharma,Pace,Death,1,1,4,3,1,4.0,133.33,SRH
Ravi Singh,Spin,Death,1,2,3,4,1,3.0,75.0,KKR
Suryansh Shedge,Spin,Middle,2,2,3,9,1,3.0,33.33,CSK
Ishaan Gadekar,Spin,Death,2,1,3,3,0,,100.0,SRH
Harsh Tyagi,Spin,Middle,1,2,3,7,2,1.5,42.86,SRH
Suyash Sharma,Spin,Death,1,1,3,6,0,,50.0,KKR
Tripuresh Singh,Pace,Death,2,2,3,8,1,3.0,37.5,RCB
Sikandar Raza,Spin,Death,2,1,3,7,1,3.0,42.86,
Azmatullah Omarzai,Pace,Death,2,1,3,4,1,3.0,75.0,
AM Hardie,Spin,Death,1,1,3,3,0,,100.0,CSK
Tushar Raheja,Spin,Middle,1,1,3,5,1,3.0,60.0,SRH
Tushar Raheja,Pace,Middle,1,1,3,4,0,,75.0,SRH
Ravi Teja,Pace,Death,2,3,3,7,1,3.0,42.86,RCB
JA Duffy,Spin,Death,2,1,3,2,1,3.0,150.0,GT
RA Bawa,Pace,Middle,1,2,3,13,2,1.5,23.08,SRH
Tanush Kotian,Pace,Middle,1,1,3,2,0,,150.0,CSK
Khrievitso Kense,Spin,Middle,2,2,3,5,1,3.0,60.0,RCB
Tanush Kotian,Pace,Middle,2,2,3,5,1,3.0,60.0,CSK
TP Ura,Spin,PP,1,1,3,3,1,3.0,100.0,PBKS
RA Jadeja,Pace,PP,2,2,3,3,1,3.0,100.0,SRH
